attack	attack_cost	attack_text	back_flavor	back_link	back_name	back_text	back_traits	base_threat	base_threat_fixed	boost	boost text	boost_text	card_set_code	code	cost	deck_limit	deck_options	deck_requirements	defense	double_sided	duplicate_of	escalation_threat	escalation_threat_fixed	faction_code	flavor	hand_size	health	health_per_hero	hidden	illustrator	is_unique	name	octgn_id	pack_code	pack_name	permanent	position	quantity	recover	resource_energy	resource_mental	resource_physical	resource_wild	schema_text	scheme	scheme text	scheme_acceleration	scheme_amplify	scheme_boost	scheme_crisis	scheme_hazard	scheme_text	set_code	set_name	set_position	spoiler	stage	subname	text	threat	threat_fixed	thwart	thwart_cost	traits	type_code
												You are stunned.		02040										encounter								Tail Sweep	a2c28983-deb3-4fed-8095-e9f7b8e1a7bf	gob	The Green Goblin		40	2															a_mess_of_things	A Mess of Things	4				<b>When Revealed</b>: Scorpion attacks your hero. If no attack was made this way, you are stunned.						treachery
								2		3				02041										encounter								Power Drain	282c59df-9ad6-4950-936e-2a1c01f9f854	gob	The Green Goblin		41	1									1						power_drain	Power Drain	1				<b>When Defeated</b>: Discard 2 cards from the encounter deck. Each player must choose and discard 1 resource of any type from their hand for each boost icon discarded this way.						side_scheme
2		<b>Forced Response</b>: After Electro attacks you, discard 1 card from the encounter deck. Take 1 indirect damage for each boost icon discarded this way.								2		Discard 3 cards from the encounter deck.		02042										encounter			6				True	Electro	8823f68e-224f-4fd1-a990-8e7073d093a6	gob	The Green Goblin		42	1							2								power_drain	Power Drain	2									Criminal.	minion
										2		Discard 3 cards from the encounter deck.		02043										encounter								Electromagnetic Pulse	b9bb656f-32f0-4309-a89a-69a99ee55d26	gob	The Green Goblin		43	1															power_drain	Power Drain	3				<b>When Revealed</b>: Discard 7 cards from the encounter deck. If Electro was discarded this way, put him into play engaged with you. If Electro was not discarded this way, this card gains surge.						treachery
										1		Discard 3 cards from the encounter deck.		02044										encounter								Lightning Bolt	21c56241-3b27-48a5-80d8-7cdf72d1c9fc	gob	The Green Goblin		44	1															power_drain	Power Drain	4				<b>When Revealed</b>: Discard 2 cards from the encounter deck. Take 1 indirect damage for each boost icon discarded this way.						treachery
										1		Discard 3 cards from the encounter deck.		02045										encounter								Shock Therapy	52bae663-a537-4269-afb7-9d6e78b0efc2	gob	The Green Goblin		45	1															power_drain	Power Drain	5				<b>When Revealed</b>: Discard 1[per_hero] cards from the encounter deck. The villain heals 1 damage for each boost icon discarded this way.						treachery
								1		1				02046										encounter								Running Interference	2f8390b6-380b-416c-8182-79824c153626	gob	The Green Goblin		46	1												1			running_interference	Running Interference	1				<b>When Revealed</b>: Each player must choose to either spend [mental] [physical] resources or place 2 threat here.						side_scheme
3		<b>Forced Response</b>: After Tombstone attacks and damages you, discard a [mental] or [physical] resource from your hand, if able.								2				02047										encounter			9				True	Tombstone	977e6249-7e52-4cfd-a163-9271ce26d509	gob	The Green Goblin		47	1							2								running_interference	Running Interference	2									Criminal.	minion
														02048										encounter								All Tied Up	b9342276-93a9-4221-a12b-5e8f2e262e6d	gob	The Green Goblin		48	1															running_interference	Running Interference	3				Attach to your identity card.\nAttached character cannot ready or change form.\n<b>Action</b>: Spend [mental] [physical] resources → discard this card.						attachment
										1				02049										encounter								Media Coverage	c89326ed-34a4-4a9d-90c4-5c538e87dc75	gob	The Green Goblin		49	2															running_interference	Running Interference	4				Attach to your identity card.\nResolve each "<b>When Revealed</b>" ability that you reveal 1 additional time.\n<b>Alter-Ego Action</b>: Spend a [mental] resource → discard this card.						attachment
2				03001b										03001a		1			2					hero	"My duty to my country comes first, no matter the cost!"	5	11				True	Captain America	cc51a04c-6cfa-4cbd-b04f-12b4f2ef0de1	cap	Captain America		1	1															captain_america	Captain America					"I Can Do This All Day!" — <b>Action</b>: Discard 1 card from your hand → ready Captain America. (Limit once per round.)			2		Avenger. Soldier.	hero
														03001b		1								hero		6	11		True		True	Steve Rogers	cc51a04c-6cfa-4cbd-b04f-12b4f2ef0de1	cap	Captain America		1	1	3														captain_america	Captain America					Living Legend — Reduce the cost of the first ally played each round by 1.\n<b>Setup</b>: Search your deck and discard pile for the Captain America's Shield upgrade and add it to your hand. Shuffle your deck.					S.H.I.E.L.D. Soldier.	alter_ego
1	1													03002	3	1								hero	"Cap, you said we'd fight as a team! I want to come with you!"		3				True	Agent 13	5107e3f0-75cd-4472-96c2-59a8dbf508db	cap	Captain America		2	1			1												captain_america	Captain America	1			Sharon Carter	<b>Response</b>: After Agent 13 enters play, remove 2 threat from a scheme.			2	1	S.H.I.E.L.D.	ally
														03003	0	2								hero	"No one dies on my watch." — Captain America							Fearless Determination	9d70e70b-d878-4f62-aebf-10f4e6e9f378	cap	Captain America		3	2			1												captain_america	Captain America	2				<b>Hero Action</b>: Captain America gets +1 THW until the end of the phase. Draw 1 card.					Superpower.	event
														03004	3	3								hero	"No, you move." — Captain America							Heroic Strike	9b47c698-4b9b-4f77-8fa1-cf89219cfc7c	cap	Captain America		4	3				1											captain_america	Captain America	4				<b>Hero Action</b> <i>(attack)</i>: Deal 6 damage to an enemy. If you paid for this card using a [physical] resource, stun that enemy.					Attack.	event
														03005	0	2								hero	"Is that all you've got?" — Captain America							Shield Block	cc0c1ee8-936f-4e33-825d-0b0ffec6acf5	cap	Captain America		5	2			1												captain_america	Captain America	7				<b>Interrupt</b> <i>(defense)</i>: When you would take any amount of damage, exhaust Captain America's Shield → prevent all of that damage.					Defense.	event
														03006	0	2								hero	"Sharon! Duck!" — Captain America							Shield Toss	ffe47983-735a-44de-b9c1-8ae26cb6f3e4	cap	Captain America		6	2		1													captain_america	Captain America	9				<b>Hero Action</b> <i>(attack)</i>: Discard X cards from your hand, then return Captain America's Shield from play to your hand → deal 4 damage to X enemies.					Attack. Superpower.	event
														03007	1	1								hero	Even Captain America needs a place to get away and rest.						True	Steve's Apartment	4ffc5f67-e06d-4bf1-b09c-f25fa659f3a1	cap	Captain America		7	1		1													captain_america	Captain America	11				<b>Alter-Ego Action</b>: Exhaust Steve's Apartment → draw 1 card and heal 1 damage from Steve Rogers.					Location.	support
														03008	1	1								hero	"A soldier, even a super-soldier, is only as strong as his ideals." — Steve Rogers						True	Captain America's Helmet	13ca6feb-7020-4a30-9492-36bde06cad26	cap	Captain America		8	1				1											captain_america	Captain America	12				<b>Interrupt</b>: When Captain America would be defeated, set his hit point dial to 1 instead. Then, discard this card.					Item.	upgrade
														03009	1	1								hero	"This shield is a symbol of freedom." — Captain America						True	Captain America's Shield	7a661d63-e889-4c3e-9e6f-2655676d7d9d	cap	Captain America		9	1					1										captain_america	Captain America	13				Restricted. <i>(Max 2 restricted cards per player.)</i>\nCaptain America gets +1 DEF and gains retaliate 1.					Item.	upgrade
														03010	2	2								hero	"The serum gave Cap his super-strength. But his heart, his unrelenting determination — those were Steve's long before he picked up the shield." — Sharon Carter							Super-Soldier Serum	bc87714b-a44a-49f5-a24f-769e22bd6545	cap	Captain America		10	2				1											captain_america	Captain America	14				<b>Resource</b>: Exhaust Super-Soldier Serum → generate a [physical] resource.					Item.	upgrade
2	1													03011	4	1								leadership			3				True	Falcon	1fa82660-21b8-418c-a5c8-af1156338572	cap	Captain America		11	1				1																Sam Wilson	<b>Response</b>: After Falcon enters play, look at the top 3 cards of the encounter deck. For each treachery looked at this way, remove 1 threat from a scheme.			2	1	Aerial. Avenger.	ally
1	1													03012	3	1					01066			leadership			3				True	Hawkeye	132a6e25-8d70-416a-aede-2e9cc243de66	cap	Captain America		12	1		1																		Clint Barton	Hawkeye enters play with 4 arrow counters on him.\n<b>Response</b>: After a minion enters play, remove 1 arrow counter from Hawkeye → deal 2 damage to that minion.			1	1	Avenger.	ally
1	1													03013	2	1								leadership	"Come on squirrels, let's get 'im!"		2				True	Squirrel Girl	a9461524-590d-4547-9678-a8cef09a8760	cap	Captain America		13	1			1																	Doreen Green	<b>Response</b>: After Squirrel Girl enters play, deal 1 damage to each enemy.			1	1	Avenger.	ally
3	1													03014	2	1								leadership	"It's time for a reckoning!"		3				True	Wonder Man	d2a467b2-d9b8-416f-b8f7-b470997657e6	cap	Captain America		14	1				1																Simon Williams	[star] As an additional cost for Wonder Man to attack, you must discard 1 card from your hand.			1	1	Avenger.	ally
														03015	4	3								leadership								Avengers Assemble!	84167f22-c123-45dd-9fb5-625aaf3d63e5	cap	Captain America		15	3		1																			Max 1 per round.\n<b>Hero Action</b></i>: Ready each [[Avenger]] character you control. Until the end of the phase, each [[Avenger]] character in play gets +1 THW and +1 ATK.						event
														03016	0	3					01071			leadership	"This is a code red! All hands on deck!" — Maria Hill							Make the Call	23d1d2d0-88ea-410c-84a8-da63872db6b9	cap	Captain America		16	2			1																		<b>Action</b>: Pay the printed cost of an ally in any player's discard pile → put that ally into play under your control.						event
														03017	0	3								leadership	"Good thing I brought friends." — Captain America							Strength In Numbers	8d7aae51-045d-4dd8-a8a3-9f16be4eb08e	cap	Captain America		17	3				1																	<b>Action</b>: Exhaust any number of allies you control → draw 1 card for each ally exhausted this way.						event
														03018		2					01072			leadership								The Power of Leadership	ba5d2c1f-2fb8-4e92-9c77-c50222bc1a9c	cap	Captain America		18	2					1																Max 2 per deck.\nDouble the number of resources this card generates while paying for a Leadership <i>(blue)</i> card.						resource
														03019	1	3								leadership								Quinjet	6016a632-63e8-4ea7-b464-abdccc660b3c	cap	Captain America		19	3		1																			<b>Response:</b> After your turn begins, place 1 time counter on Quinjet.\n<b>Action:</b> Put an [[Avenger]] ally from your hand into play with printed cost equal to or less than the number of time counters on Quinjet. Then, discard Quinjet.					Avenger. Vehicle.	support
1	1													03020	3	1					01083			basic			3				True	Mockingbird	07bcfd3b-b6a0-4d70-8f6e-b5f152adf98d	cap	Captain America		20	1				1																Bobbi Morse	<b>Response</b>: After Mockingbird enters play, stun an enemy.			1	1	S.H.I.E.L.D. Spy.	ally
														03021		1					01088			basic								Energy	dd796868-b224-4ec0-be8f-46507c86cbef	cap	Captain America		21	1		2																			Max 1 per deck.						resource
														03022		1					01089			basic								Genius	ec9d5930-031c-493c-920b-32d980409567	cap	Captain America		22	1			2																		Max 1 per deck.						resource
														03023		1					01090			basic								Strength	a3fcb7fc-5fbf-4566-b29f-4abdd841e2cc	cap	Captain America		23	1				2																	Max 1 per deck.						resource
														03024	2	1								basic							True	Avengers Tower	cf838165-508c-42b9-a8d3-92238741b795	cap	Captain America		24	1			1																		If each of your allies has the [[Avenger]] trait, increase your ally limit by 1.\n<b>Action:</b> Exhaust Avengers Tower → reduce the cost of the next [[Avenger]] ally played this phase by 1.					Avenger. Location.	support
														03025	0	3								basic								Honorary Avenger	d6d98813-2703-46ea-b7ab-30010d75af86	cap	Captain America		25	3				1																	Play only if your identity has the [[Avenger]] trait.\nAttach to a friendly character.\nAttached character gets +1 hit point and gains the [[Avenger]] trait.					Title.	upgrade
														03031	1	3								aggression	"Should I be worried about him?" — Spider-Man							Enraged	575a8eb8-a419-42c9-a128-b0f954419e98	cap	Captain America		31	3				1																	Attach to an ally. Max 1 per ally.\nAttached ally gets +2 ATK and takes +1 consequential damage after it attacks.					Condition.	upgrade
														03032	1	3								justice								Followed	0602bedd-bac1-4cea-8ca3-079fa0fdef36	cap	Captain America		32	3		1																			Attach to a side scheme. Max 1 per scheme.\n<b>Response</b>: When attached scheme is defeated, deal 4 damage to an enemy.						upgrade
														03033	0	3								protection	"Do these guys ever run out of ammo!" — Captain America							Expert Defense	435570c2-1522-4295-b0dc-5c618190a168	cap	Captain America		33	3			1																		<b>Hero Interrupt</b> <i>(defense)</i>: When your hero defends against an attack, it gets +3 DEF for that attack.					Defense.	event
														03034	2	3								basic								Enhanced Awareness	e798e771-db92-4108-8cf5-81019e16cb3c	cap	Captain America		34	3			1																		Uses (3 mental counters).\n<b>Hero Resource</b>: Exhaust Enhanced Awareness and remove 1 mental counter from it → generate a [mental] resource.					Condition.	upgrade
										2				03026										encounter								Man Out of Time	cf2e5562-75f6-481c-bb68-9f267e3bdeab	cap	Captain America		26	1															captain_america	Captain America					<b><i>Give to the Steve Rogers player.</i></b>\nYou may flip to your alter-ego form. Choose:\n- Exhaust Steve Rogers → remove Man Out of Time from the game.\n- Discard half of the cards in your hand, rounded down. Discard this obligation.						obligation
								3		3				03027										encounter	Baron Zemo leads a Hydra taskforce into the city to hunt down Avengers.							Hit Squad	2a035a6f-a2de-49a4-b5db-5e87d0ce058c	cap	Captain America		27	1									1						captain_america_nemesis	Captain America Nemesis	1				<b>When Revealed</b>: In player order, each player discards the top card of the encounter deck and takes 1 damage for each boost icon discarded this way.						side_scheme
3										2				03028										encounter	"To avenge my father, Captain America must die."		5				True	Baron Zemo	9a43ea1c-e866-4910-845e-597d4445f4d1	cap	Captain America		28	1							1								captain_america_nemesis	Captain America Nemesis	2				Quickstrike.\nWhile Baron Zemo is engaged with you, you cannot thwart.\n<i>(Captain America's nemesis minion.)</i>					Hydra. Elite.	minion
2										1				03029										encounter			4					Hydra Soldier	a5954dcf-c1e2-45ba-b43b-003d9c41ed39	cap	Captain America		29	2							1								captain_america_nemesis	Captain America Nemesis	3				Guard. <i>(While this minion is engaged with you, you cannot attack the villain.)</i>\n<b>When Defeated</b>: Deal the engaged player an encounter card.					Hydra.	minion
														03030										encounter								Hail Hydra!	d70ae198-09ba-4298-b677-6c215f3a956a	cap	Captain America		30	1															captain_america_nemesis	Captain America Nemesis	5				<b>When Revealed</b>: Each [[Hydra]] minion engaged with a hero attacks that hero. Each player who was not attacked this way searches the encounter deck and discard pile for a [[Hydra]] minion and puts it into play engaged with them. Shuffle the encounter deck if it was searched.						treachery
1				05001b										05001a		1			1					hero	"You can call me Ms. Marvel. And if you cooperate, I won't throw you again."	5	10				True	Ms. Marvel	be1d47ec-ba38-40d4-94cd-e37cc045cd50	msm	Ms. Marvel		1	1															ms_marvel	Ms. Marvel					"Morphogenetics" — <b>Response</b>: After you play an [[Attack]], [[Thwart]], or [[Defense]] event, exhaust Ms. Marvel → return that event to your hand.			1		Champion. Inhuman.	hero
														05001b		1								hero	"I want to be beautiful and awesome and butt-kicking and less complicated"	6	10		True		True	Kamala Khan	be1d47ec-ba38-40d4-94cd-e37cc045cd50	msm	Ms. Marvel		1	1	5														ms_marvel	Ms. Marvel					Teen Spirit — <b>Action</b>: Discard cards from the top of your deck until you discard a Ms. Marvel card, then add that card to your hand. (Limit once per round.)					Inhuman.	alter_ego
2	1													05002	3	1								hero	"Karachi is my home. I patrol these neighborhoods."		3				True	Red Dagger	6ec2c3ed-fc82-454a-8c56-cd93d4926975	msm	Ms. Marvel		2	1		1													ms_marvel	Ms. Marvel	1				<b>Interrupt</b>: When Red Dagger is defeated, spend 2 resources of different types → deal 2 damage to an enemy and return Red Dagger to your hand.			2	1	Champion.	ally
														05003	2	3								hero	"This hand thing... is getting out of hand..." — Ms. Marvel							Big Hands	9f5c7a89-db16-4018-9206-6b3f5060e07e	msm	Ms. Marvel		3	3				1											ms_marvel	Ms. Marvel	2				<b>Hero Action</b> <i>(attack)</i>: Deal 4 damage to an enemy.					Attack. Superpower.	event
														05004	2	3								hero	"This is my whole life in one garbage metaphor." — Kamala Khan							Sneak By	5ccbddf2-b9ee-454c-88e0-038bac272c2e	msm	Ms. Marvel		4	3			1												ms_marvel	Ms. Marvel	5				<b>Hero Action</b> <i>(thwart)</i>: Remove 3 threat from a scheme.					Skill. Thwart.	event
														05005	0	2								hero	"Since we're just getting to know each other, a little FYI: I don't like being taken by surprise!" — Ms. Marvel							Wiggle Room	48c56d87-7f28-4caf-b544-546a18ed2084	msm	Ms. Marvel		5	2		1													ms_marvel	Ms. Marvel	8				<b>Hero Interrupt</b> <i>(defense)</i>: When you would take any amount of damage, prevent 3 of that damage. Draw 1 card.					Defense. Superpower.	event
														05006	1	1								hero	"Are you okay? I mean, aside from being in the worst trouble of your life?"						True	Aamir Khan	fa0f33a5-2ee8-43ea-a7a2-442f7add0ba3	msm	Ms. Marvel		6	1			1												ms_marvel	Ms. Marvel	10				<b>Alter-Ego Action</b>: Exhaust Aamir Khan → place 1 card from your discard pile on the bottom of your deck, then draw 1 card.					Persona.	support
														05007	1	1								hero							True	Bruno Carrelli	184cf229-45d1-42c8-bc8b-24a9a8859798	msm	Ms. Marvel		7	1				1											ms_marvel	Ms. Marvel	11				<b>Alter-Ego Action</b>: Exhaust Bruno Carrelli → attach 1 card from your hand facedown here.\n<b>Action</b>: Exhaust Bruno Carrelli → add up to 3 cards attached here to your hand.					Persona.	support
														05008	1	1								hero	"You're too sweet, squishy muffin. You give people way too much credit." — Nakia Bahadir						True	Nakia Bahadir	30a17731-aeca-4150-b805-3d145ffccbf1	msm	Ms. Marvel		8	1		1													ms_marvel	Ms. Marvel	12				<b>Alter-Ego Action</b>: Exhaust Nakia Bahadir → reduce the cost of the next card you play this phase by 1.					Persona.	support
														05009	1	1								hero	"What about that polymer you were working on for the scholarship? The super snot?" — Kamala Khan						True	Biokinetic Polymer Suit	c7683cc8-6d07-4a41-b957-9fbdacea155f	msm	Ms. Marvel		9	1			1												ms_marvel	Ms. Marvel	13				<b>Hero Resource</b>: Exhaust Biokinetic Polymer Suit → generate a [wild] resource for an event.					Armor.	upgrade
														05010	2	1								hero	"EMBIGGEN!" — Ms. Marvel							Embiggen!	8aeb282b-3993-4954-b510-2bf9eec7e814	msm	Ms. Marvel		10	1		1													ms_marvel	Ms. Marvel	14				<b>Hero Interrupt</b>: When you play an [[Attack]] event, exhaust Embiggen! → increase the amount of damage that event deals by 2.					Condition. Superpower.	upgrade
														05011	2	1								hero	"Shrink, shrink, shrink!" — Ms. Marvel							Shrink	59a8fc5b-9ad8-4588-9133-63205e88a265	msm	Ms. Marvel		11	1			1												ms_marvel	Ms. Marvel	15				<b>Hero Interrupt</b>: When you play a [[Thwart]] event, exhaust Shrink → increase the amount of threat that event removes by 2.					Condition. Superpower.	upgrade
2	1													05012	4	1								protection	"I guess mom was wrong. All those years of playing video games did pay off!"		3				True	Nova	3dd36671-199a-4204-aefc-55d8fbf0ffd2	msm	Ms. Marvel		12	1		1																		Sam Alexander	<b>Interrupt</b>: When an enemy initiates an attack against you, spend a [energy] resource → deal 2 damage to that enemy.			1	1	Champion.	ally
														05013	1	3					01078			protection	"Ahem! Stand aside, citizens!" — Ms. Marvel							Get Behind Me!	67148069-a6e4-4f69-856c-a08c8c4ae5e1	msm	Ms. Marvel		13	2			1																		<b>Hero Interrupt</b>: When a treachery card is revealed from the encounter deck, cancel its "<b>When Revealed</b>" effects. The villain attacks you instead.						event
														05014	1	3								protection								Preemptive Strike	7b4355da-df6f-471b-bd5b-08930a931f53	msm	Ms. Marvel		14	3		1																			<b>Hero Interrupt</b> <i>(defense)</i>: When a boost card is turned face up while the villain attacks, cancel all boost icons ([boost]) on that card. Then deal 1 damage to the villain for each boost icon cancelled this way.					Defense.	event
														05015	3	3								protection	That's gonna hurt in the morning.							Tackle	25194236-dc9e-49a3-b43d-1d3efe0a4f86	msm	Ms. Marvel		15	3				1																	<b>Hero Action</b> <i>(attack)</i>: Stun an enemy. If you paid for this card using a [physical] resource, deal 3 damage to that enemy.					Attack.	event
														05016		2					01079			protection								The Power of Protection	a0390985-df47-494a-85fc-f92a83518e34	msm	Ms. Marvel		16	2					1																Max 2 per deck.\nDouble the number of resources this card generates while paying for a Protection <i>(green)</i> card.						resource
														05017	2	3								protection								Energy Barrier	9738f524-63e0-4053-a26e-0ec8cdedf8e3	msm	Ms. Marvel		17	3		1																			Uses (3 reflection counters). <b>Interrupt:</b> When you would take any amount of damage, remove 1 reflection counter from here → prevent 1 of that damage and deal 1 damage to an enemy.					Item. Tech.	upgrade
2	2													05018	4	1								basic	"Uhhh... hold on, Bruno. I think my new dog just teleported into my room." — Kamala Khan		4				True	Lockjaw	1580e69f-5f17-49c5-b6fa-2943b534c414	msm	Ms. Marvel		18	1				1																	You may play Lockjaw from your discard pile during your turn (paying his resource cost).			2	2	Inhuman.	ally
														05019		1					01088			basic								Energy	dd796868-b224-4ec0-be8f-46507c86cbef	msm	Ms. Marvel		19	1		2																			Max 1 per deck.						resource
														05020		1					01089			basic								Genius	ec9d5930-031c-493c-920b-32d980409567	msm	Ms. Marvel		20	1			2																		Max 1 per deck.						resource
														05021		1					01090			basic								Strength	a3fcb7fc-5fbf-4566-b29f-4abdd841e2cc	msm	Ms. Marvel		21	1				2																	Max 1 per deck.						resource
														05022	4	3					01091			basic	"Did you remember to turn off the stove?" — Janet Van Dyne							Avengers Mansion	f5ab3190-a2d1-4f1f-be25-de0085706eff	msm	Ms. Marvel		22	1			1																		Max 1 per player.\n<b>Action</b>: Exhaust Avengers Mansion → choose a player. That player draws 1 card.					Avenger. Location.	support
														05023	1	3								basic								Endurance	ec3f4812-5cae-4336-a632-589c77028199	msm	Ms. Marvel		23	3		1																			Play under any player's control. Max 1 per player.\nYou get +3 hit points.					Condition.	upgrade
														05024	2	3								basic								Enhanced Reflexes	fc5597c1-73a1-4375-a5c3-802e0ae636a5	msm	Ms. Marvel		24	3		1																			Uses (3 energy counters). <b>Hero Resource:</b> Exhaust Enhanced Reflexes and remove 1 energy counter from it → generate a [energy] resource.					Condition.	upgrade
														05030	3	3								aggression								Melee	272efd58-2c17-49a1-a69b-c880950df0ad	msm	Ms. Marvel		30	3			1																		<b>Hero Action</b> <i>(attack)</i>: Deal 3 damage to an enemy. Deal 3 damage to another enemy.					Attack.	event
														05031	3	3								justice								Concussive Blow	b1c0f3c7-3d61-49f1-ab81-a2d8d77ac8f9	msm	Ms. Marvel		31	3				1																	<b>Hero Action</b> <i>(attack)</i>: Confuse an enemy. If you paid for this card using a [physical] resource, deal 3 damage to that enemy.					Attack.	event
														05032	1	3								leadership	"This is a stand I need to take. This time, no compromises." — Sam Wilson							Morale Boost	85fd68bc-360d-49ff-877a-9605cd0f5b80	msm	Ms. Marvel		32	3		1																			<b>Hero Action</b>: Choose a hero. Until the end of the round, that hero gets +1 THW, +1 ATK, and +1 DEF						event
														05033	1	3								basic	"We should do this more often."							Down Time	aa8c5319-9050-4406-ac8b-b9476032eb08	msm	Ms. Marvel		33	3				1																	Play under any player's control. Max 1 per player.\nYour alter-ego gets +2 REC.					Condition.	upgrade
										2				05025										encounter								Home by Dawn	92a98561-d1aa-400d-ba04-967f0bf71c99	msm	Ms. Marvel		25	1															ms_marvel	Ms. Marvel					<b><i>Give to the Kamala Khan player</i></b>\nYou may flip to your alter-ego form. Choose:\n- Exhaust Kamala Khan → remove Home by Dawn from the game.\n- Discard 1 [[Persona]] support you control. If no support was discarded this way, this card gains surge. Discard this obligation.						obligation
								2		3				05026										encounter	The Inventor has convinced the youth of Jersey City that they should serve as human batteries for his experiments							Generation Why?	ad942e7e-f8fd-48f3-9916-3c2118262860	msm	Ms. Marvel		26	1													1		ms_marvel_nemesis	Ms. Marvel Nemesis	1				<b>When Revealed</b>: Discard the top card of each player's deck for each ally and [[Persona]] support in play.						side_scheme
1										2				05027										encounter	"I AM NOT A BIRD!"		3				True	Thomas Edison	d41f3613-c800-4b77-8196-9fea702bf043	msm	Ms. Marvel		27	1							3								ms_marvel_nemesis	Ms. Marvel Nemesis	2				Thomas Edison cannot take damage while you are engaged with another minion.\n<i>(Ms. Marvel's nemesis minion.)</i>					Bird. Genius.	minion
2										1				05028										encounter			8				True	Edison's Giant Robot	13212762-7d4e-4a86-923e-5614b383c472	msm	Ms. Marvel		28	1							1								ms_marvel_nemesis	Ms. Marvel Nemesis	3				Edison's Giant Robot cannot take damage.\n<b>Hero Action:</b> Spend a [mental] resource → until the end of the phase, treat this card's printed text box as if it were blank.					Robot.	minion
														05029										encounter								Harvest	7223e811-3413-4340-9a3d-19706021edfe	msm	Ms. Marvel		29	2															ms_marvel_nemesis	Ms. Marvel Nemesis	4				<b>When Revealed</b>: Exhaust each [[Persona]] support in play. For each support exhaust this way, the villain heals 1 damage. If no [[Persona]] support was exhausted this way, this card gains surge.						treachery
						<b>Scenario Contents</b>: Wrecher A, Thunderball A, Piledriver A, and Bulldozer A as villains. <i>(Version B for increased difficulty.)</i> Wrecker, Thunderball, Piledriver, and Bulldozer encounter decks.\n<b>Setup</b>: Put the Day of Reckoning, Thunderstruck, Pile It On!, and Clear the Road side schemes into play. Place the active counter on Wrecker. Advance to stage 1B.		0	True					07001						True		1	True	encounter								Breakout	0a41a3f9-9056-48d9-a2f1-908cfc6adc05	twc	The Wrecking Crew		1	1															wrecking_crew	Wrecking Crew	1		1		[star] <b>Forced Response</b>: After step one of the villain phase, place 1 threat on each side scheme. Move the active counter to the villain whose scheme has the most threat. <i>(If there is a tie, the first player chooses.)</i>\n<b>If this stage is completed, the players lose the game</b>	6					main_scheme
2		While Wrecker is attacking, he gets +2 ATK if the attack is undefended.												07002										encounter			14	True			True	Wrecker	088c0ae9-bfad-4e44-a1da-cdcea00bf7d9	twc	The Wrecking Crew		2	1							2							When Wrecker schemes, place the threat on his side scheme instead of the main scheme.	wrecker	Wrecker	1		1							Wrecking Crew.	villain
3		While Wrecker is attacking, he gets +2 ATK if the attack is undefended.												07003										encounter			18	True			True	Wrecker	718f9b98-926f-4147-b958-1fec8f72b4f5	twc	The Wrecking Crew		3	1							3							When Wrecker schemes, place the threat on his side scheme instead of the main scheme.	wrecker	Wrecker	2		2							Wrecking Crew.	villain
								6	True					07004										encounter								Day of Reckoning	e1ea2b6d-2955-4970-a389-51db51f06423	twc	The Wrecking Crew		4	1															wrecker	Wrecker	3				<b>Wrecker's Side Scheme.</b>\nThis card cannot leave play while Wrecker is in play.\nHard Hitter — <b>Forced Response</b>: After threat is placed here, if there is 10 or more threat here, deal 2 damage to each friendly character. Remove all but 3 threat from this scheme.						side_scheme
										1				07005										encounter								Held Hostage	dee1879f-1238-496a-a6de-bb506c655af8	twc	The Wrecking Crew		5	1															wrecker	Wrecker	4				Attach to the active villain's side scheme.\nThreat cannot be removed from attacked scheme by thwarting.\n<b>Hero Action</b>: The villain corresponding to the attached side scheme attacks you. Then discard this card.						attachment
1		<b>Forced Response</b>: After Wrecker attacks, place 1 threat on the side scheme with the least threat.								3				07006										encounter							True	Magic Crowbar	a94d4a20-d9e3-48ae-ab7d-3bd477456bce	twc	The Wrecking Crew		6	1															wrecker	Wrecker	5				Attach to Wrecker.\n<b>Hero Action</b>: Exhaust your hero and discard 1 card at random from your hand → discard this card.						attachment
										1				07007										encounter							True	Wrecker's Command	25b3560e-ecb0-4209-b77b-a8e02ed27aeb	twc	The Wrecking Crew		7	1							1							<b>Forced Response</b>: After Wrecker schemes, place 1 threat on each other villain's side scheme.	wrecker	Wrecker	6				Attach to Wrecker.\n<b>Hero Action</b>: Spend [physical] [physical] resources → discard this card.						attachment
2										0				07008										encounter			3					Corrupt Prison Guard	7cbd8bae-918b-4fa2-a81a-73d44419255c	twc	The Wrecking Crew		8	1							0								wrecker	Wrecker	7				Guard. <i>(While this minion is engaged with you, you cannot attack the villain.)</i>					Traitor.	minion
1												Move the active counter to the villain whose side scheme has the least threat. If you are in hero form, that villain attacks you after this attack. That attack does not get a boost card.		07009										encounter			2					Escaped Convict	661a4d1a-8a25-4bcc-bb7c-72fbd29e3cfb	twc	The Wrecking Crew		9	1							1								wrecker	Wrecker	8				Surge					Criminal.	minion
												Move the active counter to the villain whose side scheme has the least threat.		07010										encounter								Buddy System	a6137e20-4f05-4c7d-9747-15dff289abc8	twc	The Wrecking Crew		10	1															wrecker	Wrecker	9				<b>When Revealed</b>: Choose the villain whose side scheme has the least threat. Reveal the top card of his deck (top 2 cards instead if he is the only villain in play).						treachery
